"Car.WheelSpd_FL","Car.WheelSpd_FR","Car.WheelSpd_RL","Car.WheelSpd_RR","Car.v","Time"
11.6210289,17.46976089,11.54227638,11.52814102,3.624223948,0.631
11.88086605,17.42186356,11.79860973,11.78470135,3.705747366,0.641
12.14111805,17.38196373,12.05341339,12.03960037,3.786870003,0.651
12.40120316,17.35018921,12.30657959,12.29303932,3.867614031,0.661
12.66087341,17.32642937,12.55823326,12.54532433,3.948009491,0.671
12.91999817,17.31048775,12.80853748,12.79656696,4.028083324,0.681
13.17853642,17.30221939,13.05764008,13.04666996,4.107858181,0.691
13.43645,17.30133629,13.30566502,13.29570675,4.187351227,0.701
13.69373989,17.30746651,13.55270576,13.54378414,4.266573906,0.711
13.95038605,17.32027817,13.7988472,13.79099941,4.345537186,0.721
14.20632267,17.33944511,14.0442524,14.03744316,4.424247742,0.731
14.46158695,17.36480141,14.28878117,14.28319836,4.502715111,0.741
14.71625328,17.39614677,14.53245544,14.52830887,4.580944061,0.751
14.97015285,17.43339157,14.77535248,14.77282715,4.658940792,0.761
15.22326088,17.47647285,15.01752758,15.01677799,4.736707211,0.771
15.47553158,17.52535248,15.25905323,15.26016998,4.814243317,0.781
15.72710037,17.579813,15.49989891,15.50306892,4.891548157,0.791
15.9783268,17.63930511,15.74007511,15.74554253,4.968622208,0.801
16.22920418,17.70394897,15.97961521,15.98753929,5.045466423,0.811
16.47898865,17.77473259,16.21852303,16.22898674,5.122076035,0.821
16.72789955,17.85177803,16.45674706,16.46985817,5.198436737,0.831
16.97795486,17.93122864,16.69455528,16.71047592,5.274559975,0.841
17.23624039,17.99200439,16.93434143,16.95341873,5.350621223,0.851
17.51503944,18.01330566,17.17625999,17.19919968,5.427212238,0.861
17.78129959,18.05351639,17.41804123,17.44414902,5.504224777,0.871
18.02928734,18.14035606,17.65559006,17.68399048,5.581029415,0.881
18.23146629,18.32046127,17.88747978,17.91624069,5.656454563,0.891
18.43617439,18.52183533,18.11584854,18.14426613,5.730119705,0.901
18.64733887,18.73112297,18.34147072,18.36976433,5.802412033,0.911
18.86327553,18.94621468,18.5655098,18.59414673,5.873809338,0.921
19.08366203,19.16370392,18.78895378,18.81833458,5.944708347,0.931
19.30576515,19.38405037,19.01231003,19.04254723,6.015387058,0.941
19.52873802,19.60635567,19.2360096,19.26689529,6.086003304,0.951
19.7520237,19.83005524,19.4601059,19.49152565,6.156623363,0.961
19.97562981,20.0544281,19.68450737,19.7163887,6.227263451,0.971
20.19962692,20.27906227,19.90907478,19.94137383,6.297920227,0.981
20.42395401,20.50387192,20.13371277,20.16639328,6.368581772,0.991
20.64850998,20.72890091,20.35836792,20.39138603,6.439236641,1.001
20.8732338,20.954216,20.58301163,20.6162796,6.509875774,1.011
21.09810448,21.17983437,20.80763054,20.8410511,6.580493927,1.021
21.32312202,21.40574265,21.03222466,21.0656929,6.651088715,1.031
21.54831696,21.63190842,21.25678825,21.29021454,6.721660137,1.041
21.77384567,21.85822487,21.48130989,21.51461029,6.792207241,1.051
21.99956512,22.08473778,21.70580482,21.73890877,6.862731934,1.061
22.22541428,22.3115139,21.93027115,21.96310997,6.933235645,1.071
22.45141792,22.53845406,22.15472031,22.18722725,7.003721237,1.081
22.6775589,22.76553726,22.37915421,22.41126442,7.07419157,1.091
22.90382957,22.99273872,22.60357666,22.63523483,7.144649029,1.101
23.13022423,23.22003174,22.82798958,22.85914421,7.21509552,1.111
23.35673714,23.44739151,23.05238914,23.08300018,7.285532475,1.121
23.58335686,23.67480469,23.27677917,23.30680656,7.355962276,1.131
23.81007385,23.90225601,23.50115776,23.53057289,7.426384926,1.141
24.03688049,24.12973595,23.72552299,23.75430107,7.49680233,1.151
24.26376915,24.35723114,23.94987297,23.97799683,7.567214966,1.161
24.49073601,24.58473206,24.17420578,24.20166779,7.637624264,1.171
24.71777534,24.81223106,24.39852142,24.42531586,7.708029747,1.181
24.94487953,25.03972244,24.62281609,24.64894485,7.778433323,1.191
25.17162704,25.26676941,24.84680367,24.87226677,7.848832607,1.201
25.39637566,25.49133492,25.07008934,25.09487724,7.919183731,1.211
25.61945152,25.71367836,25.29253387,25.31664658,7.989405632,1.221
25.84094238,25.93403816,25.51400566,25.53745461,8.059435844,1.231
26.06049156,26.15192223,25.73430061,25.75709534,8.12922287,1.241
26.2780304,26.36793327,25.95336151,25.97550964,8.198717117,1.251
26.49380684,26.58195496,26.17115593,26.1926899,8.267885208,1.261
26.70708847,26.79322243,26.38737297,26.40831184,8.336701393,1.271
26.91794968,27.00180435,26.60197449,26.62240028,8.405117035,1.281
27.12679672,27.20821953,26.81487656,26.83481598,8.473088264,1.291
27.33358574,27.41240692,27.02617264,27.04566002,8.540593147,1.301
27.53833771,27.61473274,27.23583603,27.25490379,8.607626915,1.311
27.74105644,27.81562805,27.44386673,27.46252441,8.674182892,1.321
27.94254494,28.01436043,27.65029907,27.66856956,8.740258217,1.331
28.14217377,28.21150398,27.85515594,27.87307739,8.805857658,1.341
28.33992195,28.40745354,28.0583992,28.0759964,8.870983124,1.351
28.53616714,28.60165215,28.26008987,28.27739906,8.935638428,1.361
28.73127365,28.79404449,28.46018028,28.47723961,8.999824524,1.371
28.92447853,28.98551369,28.65867615,28.67550087,9.063540459,1.381
29.11618233,29.17540932,28.85568047,28.87226677,9.126790047,1.391
29.30651855,29.36396599,29.05127335,29.06761932,9.18957901,1.401
29.49623489,29.55160522,29.24542427,29.26159859,9.251921654,1.411
29.68460464,29.73858833,29.4382782,29.45431328,9.31383419,1.421
29.87195396,29.92436981,29.62984657,29.64576721,9.375335693,1.431
30.05815887,30.10911369,29.82022285,29.83599091,9.436443329,1.441
30.24335289,30.29301834,30.00930214,30.02492905,9.497163773,1.451
30.42760086,30.47600365,30.1971283,30.21261215,9.557496071,1.461
30.61073494,30.65790176,30.38374519,30.39908409,9.617444992,1.471
30.79277039,30.83869934,30.56915855,30.58435822,9.677017212,1.481
30.97367096,31.0184803,30.75339508,30.76841736,9.736216545,1.491
31.15343094,31.19753838,30.93637848,30.95123482,9.795041084,1.501
31.33239174,31.37538338,31.11820793,31.13292503,9.853487968,1.511
31.51032829,31.55239296,31.29895401,31.31350899,9.911567688,1.521
31.68731117,31.72843933,31.47863388,31.49301529,9.969291687,1.531
31.86322403,31.90377426,31.65722847,31.67141914,10.0266695,1.541
32.03818512,32.07834625,31.83480644,31.84880257,10.08370113,1.551
32.21255875,32.25198746,32.01139832,32.0252037,10.14039516,1.561
32.3860054,32.42481232,32.18705368,32.20067596,10.19676304,1.571
32.55857086,32.59675598,32.36177826,32.37520981,10.25281429,1.581
32.7298851,32.76797867,32.53565216,32.54883957,10.30855465,1.591
32.9001236,32.93855286,32.70860672,32.72150421,10.36398792,1.601
33.06958771,33.10814285,32.88066101,32.8932457,10.41911411,1.611
33.23834229,33.27677917,33.05179596,33.06404114,10.47392941,1.621
33.40620804,33.44451523,33.22206116,33.23394012,10.5284338,1.631
33.57328415,33.61111832,33.39146042,33.40298843,10.58263111,1.641
33.73952103,33.77667999,33.55997086,33.57120132,10.63652515,1.651
33.90483475,33.94150162,33.72757721,33.73853302,10.69011688,1.661
34.06933594,34.10545731,33.89428711,33.90500259,10.74340534,1.671
34.23305893,34.26858139,34.06013107,34.07061386,10.79638863,1.681
34.39580154,34.43094254,34.22515106,34.23538589,10.84907055,1.691
34.55769348,34.59246826,34.38933182,34.3993187,10.90145397,1.701
34.71876144,34.75325394,34.5526619,34.56240463,10.95354176,1.711
34.87908554,34.91336441,34.7151947,34.72468948,11.00533581,1.721
35.0386734,35.07271576,34.87693405,34.88619232,11.05684185,1.731
35.19764328,35.23117447,35.03787613,35.04692459,11.10806751,1.741
35.35590363,35.38875961,35.19804764,35.20690536,11.15901661,1.751
35.51343536,35.54562378,35.35744476,35.36613083,11.20969486,1.761
35.67023087,35.70181274,35.51606369,35.52460861,11.26010513,1.771
35.82627106,35.85738754,35.67389297,35.68231583,11.31025124,1.781
35.98156357,36.01230621,35.83093262,35.8392601,11.36013508,1.791
36.13597107,36.16656113,35.98723221,35.99547577,11.40976143,1.801
36.28959656,36.32010269,36.14276886,36.15092087,11.45913315,1.811
36.44254684,36.47291183,36.29753113,36.30558014,11.50825405,1.821
36.59486008,36.6249733,36.45150375,36.4594574,11.55712223,1.831
36.74644852,36.7763176,36.60469818,36.61255646,11.60574055,1.841
36.89722061,36.92684174,36.75704575,36.76480484,11.654109,1.851
37.04716873,37.07653427,36.90853882,36.91620636,11.70222473,1.861
37.1962738,37.2254715,37.05917358,37.0667572,11.75008392,1.871
37.34456253,37.37361526,37.20895386,37.21646118,11.79768658,1.881
37.49154663,37.52044678,37.35746002,37.36488724,11.84502888,1.891
37.63594055,37.6644783,37.50389862,37.51126862,11.89205265,1.901
37.7779808,37.80607605,37.6483345,37.65563583,11.93865299,1.911
37.9179039,37.94539642,37.79080963,37.79805374,11.98476219,1.921
37.80861664,37.81814194,37.76672745,37.7682457,12.02254868,1.931
37.89921188,37.91433334,37.8420372,37.84360504,12.05061913,1.941
37.92327499,37.93398666,37.89069366,37.89199066,12.07679462,1.951
37.94963074,37.95915985,37.93822861,37.93882751,12.09954643,1.961
38.01499939,38.02459335,38.01360703,38.01425934,12.12029552,1.971
38.11619568,38.12740707,38.11721039,38.11873627,12.14269066,1.981
38.23305511,38.24684525,38.23421097,38.23696899,12.1690197,1.991
38.34754181,38.36304474,38.34934235,38.35308075,12.19908333,2.001
38.44958878,38.46512222,38.45317841,38.45732498,12.23111725,2.011
38.53570938,38.54994965,38.54239273,38.54636383,12.26306915,2.021
38.60656738,38.61860657,38.61736679,38.62065887,12.29334831,2.031
38.66379929,38.67380905,38.67951584,38.68208313,12.32101536,2.041
38.70944595,38.71755219,38.73077774,38.7323494,12.34565449,2.051
38.84236526,38.84920502,38.87200165,38.87267685,12.36725426,2.061
39.3425827,39.39187622,39.2692337,39.28827667,12.41051769,2.071
39.5831871,39.61154175,39.52732086,39.54203415,12.46914101,2.081
39.84699249,39.88889694,39.73823166,39.75244522,12.53237629,2.091
40.15129089,40.19859314,39.99150085,40.00910187,12.59871674,2.101
40.41713333,40.47170258,40.21084976,40.22812653,12.66783714,2.111
40.68499756,40.74433136,40.43235016,40.44990158,12.73722172,2.121
40.95387268,41.0174408,40.65198898,40.67004013,12.80667782,2.131
41.21986008,41.28931808,40.8725853,40.8905983,12.87621117,2.141
41.48394775,41.56174469,41.09219742,41.11013031,12.94582081,2.151
41.74352646,41.83247375,41.31100082,41.3289032,13.01551437,2.161
42.00127411,42.09819412,41.52993774,41.54779434,13.08528328,2.171
42.25507736,42.35968399,41.74863434,41.76691818,13.15512657,2.181
42.50870132,42.61757278,41.96694183,41.9858551,13.22502899,2.191
42.75763321,42.87438583,42.18523026,42.20400238,13.29499245,2.201
43.00252533,43.1296196,42.40314484,42.42154312,13.36501408,2.211
43.2449379,43.38030243,42.62058258,42.63900757,13.43509293,2.221
43.48495483,43.62615967,42.83792877,42.85656738,13.50522327,2.231
43.72085571,43.86835861,43.05546188,43.07397461,13.57540226,2.241
43.95227432,44.10703659,43.27305984,43.2915535,13.64562702,2.251
44.18067169,44.34051132,43.49094391,43.50960922,13.71589184,2.261
44.40651703,44.56932449,43.70920944,43.7279129,13.78618908,2.271
44.62798691,44.79536819,43.92773819,43.94609833,13.85651684,2.281
44.84618378,45.01767349,44.14645004,44.16474533,13.92686558,2.291
45.06017685,45.23102951,44.36594772,44.38452148,13.9972477,2.301
45.27190781,45.43769455,44.58638,44.60539627,14.06764317,2.311
45.48175049,45.64260101,44.80760193,44.82691956,14.13803387,2.321
45.68933868,45.84806442,45.02950668,45.04893112,14.20841217,2.331
45.89656448,46.05470276,45.2519722,45.27141953,14.27876854,2.341
46.10461807,46.26221848,45.47490692,45.49435425,14.34910011,2.351
46.31413269,46.47042847,45.69816971,45.71770096,14.41940403,2.361
46.52514648,46.67962646,45.92134476,45.94107056,14.48968315,2.371
46.73763275,46.8903923,46.14497375,46.16481781,14.55992985,2.381
46.95162201,47.10318375,46.36931992,46.38921356,14.63014126,2.391
47.16715622,47.31784821,46.59409332,46.61393738,14.7003212,2.401
47.38433075,47.53412628,46.81892014,46.83870697,14.77047253,2.411
47.60308456,47.75188828,47.04359818,47.06339264,14.84059906,2.421
47.8232193,47.97112274,47.26802444,47.2879715,14.91070175,2.431
48.04454803,48.19173431,47.49213409,47.5121994,14.98078346,2.441
48.26696396,48.41355896,47.71589661,47.73606491,15.05084801,2.451
48.49032974,48.63643265,47.93928528,47.95957184,15.12089539,2.461
48.71450043,48.86022186,48.16230011,48.18270111,15.19092941,2.471
48.93927765,49.08480072,48.3849411,48.40538788,15.260952,2.481
49.16451263,49.31005478,48.60723114,48.6276741,15.33096409,2.491
49.3901062,49.53584671,48.82917786,48.84959793,15.40096664,2.501
49.61596298,49.76202774,49.05080414,49.07120514,15.47096252,2.511
49.84200287,49.98846817,49.27213287,49.29252243,15.54095173,2.521
50.06812286,50.21508026,49.49321747,49.51357651,15.61093616,2.531
50.29424286,50.44176483,49.71408081,49.73439789,15.68091583,2.541
50.520298,50.66841125,49.93468857,49.95500946,15.75089169,2.551
50.74624634,50.89493942,50.1550827,50.17545319,15.82086563,2.561
50.97204208,51.12128448,50.37531662,50.39575195,15.89083576,2.571
51.19763565,51.34741974,50.59542465,50.61593246,15.96080303,2.581
51.42298508,51.57333374,50.81545258,50.83602524,16.03076744,2.591
51.64806366,51.79899979,51.03541565,51.05605316,16.1007309,2.601
51.87287521,52.02438736,51.25534058,51.27604294,16.17069054,2.611
52.09741592,52.24949646,51.47525024,51.49601364,16.24064827,2.621
52.32167053,52.47436523,51.69515991,51.71598434,16.31060219,2.631
52.54564285,52.69897079,51.91509247,51.93597031,16.38055229,2.641
52.62493896,52.7728157,52.03125381,52.04978561,16.44986725,2.651
52.58443069,52.67091751,52.15502167,52.17131042,16.51212311,2.661
52.62332535,52.68529129,52.26303864,52.27673721,16.56689453,2.671
52.6927681,52.74729919,52.38150024,52.39340591,16.61648178,2.681
52.79009247,52.84020996,52.50968552,52.52080536,16.66313934,2.691
52.90579605,52.95349884,52.64639664,52.65731812,16.70853996,2.701
53.03240585,53.07854843,52.78905106,52.80004501,16.75369453,2.711
53.16471863,53.20980453,52.9348526,52.94615173,16.79907417,2.721
53.29956055,53.34370804,53.08169556,53.09328842,16.84479332,2.731
53.43526459,53.47854614,53.2281723,53.24011612,16.89078712,2.741
53.57115173,53.61353683,53.37364197,53.38593674,16.93692017,2.751
53.7069931,53.74845886,53.518116,53.53047943,16.98306274,2.761
53.84303665,53.88365555,53.66139603,53.67380524,17.02911758,2.771
53.97986221,54.01973724,53.80344391,53.81595612,17.0750103,2.781
54.11702347,54.15615463,53.94464493,53.95731735,17.12071228,2.791
54.25357056,54.29290771,54.08537674,54.09815216,17.16622162,2.801
54.38999176,54.42986679,54.22574615,54.23846817,17.21154976,2.811
54.52680206,54.56639862,54.36579895,54.37845612,17.25670433,2.821
54.66411972,54.70239258,54.50556564,54.51819992,17.30169487,2.831
54.80118942,54.8387413,54.64513016,54.65768051,17.3465271,2.841
54.9382782,54.97546768,54.78449249,54.79687119,17.3911953,2.851
55.07565308,55.11210632,54.9236145,54.93589401,17.43570137,2.861
55.21322632,55.24882126,55.06250381,55.07477188,17.48004341,2.871
55.35043335,55.38583755,55.20129395,55.21352005,17.52422333,2.881
55.48733139,55.52318192,55.34001923,55.35212708,17.56824112,2.891
55.62487793,55.66102982,55.47847366,55.49044037,17.61209106,2.901
55.76300812,55.7984848,55.61676025,55.62868881,17.65577507,2.911
55.90128326,55.93588638,55.75489044,55.76680756,17.69930077,2.921
56.03899002,56.0735321,55.89297485,55.90477753,17.74267006,2.931
56.17623901,56.21134567,56.03097534,56.04258347,17.78589439,2.941
56.31348419,56.34915543,56.16884995,56.18023682,17.82897377,2.951
56.45083237,56.48677063,56.3065834,56.31775284,17.87191772,2.961
56.58832932,56.62381363,56.4441185,56.45511246,17.91473007,2.971
56.72577667,56.76079178,56.58141327,56.59230804,17.95741653,2.981
56.86305237,56.89777756,56.71854782,56.72937775,17.99997711,2.991
57.00013733,57.03473663,56.85544205,56.86623764,18.04241562,3.001
57.13703537,57.17159653,56.99202347,57.0028038,18.08473206,3.011
57.27365112,57.30830002,57.12824249,57.13902664,18.12693596,3.021
57.40984344,57.44481659,57.26409531,57.2748642,18.16903305,3.031
57.54579544,57.58107758,57.39953995,57.41031265,18.21102715,3.041
57.68196869,57.71741104,57.53443527,57.5452652,18.25292397,3.051
57.81812286,57.8539505,57.66876984,57.67963028,18.29472542,3.061
57.95380402,57.99001312,57.80264664,57.8135376,18.33643913,3.071
58.08875656,58.12548447,57.9360733,57.94698715,18.37808037,3.081
58.22309875,58.26025772,58.06901169,58.07995987,18.41965485,3.091
58.35675049,58.39432526,58.20145416,58.21244431,18.46116638,3.101
58.48970795,58.52767181,58.33340073,58.34442902,18.50261497,3.111
58.6219635,58.66028595,58.46485138,58.47590637,18.54400253,3.121
58.75351715,58.79218292,58.59580612,58.60688019,18.58532524,3.131
58.88441467,58.92339706,58.72619247,58.73731995,18.6265831,3.141
59.01467896,59.05395126,58.85612488,58.86724854,18.66777229,3.151
59.14431381,59.18386841,58.98563004,58.99675369,18.7088871,3.161
59.27337265,59.31309891,59.11470032,59.12584686,18.74992943,3.171
59.40193558,59.44149399,59.24332428,59.25453568,18.79089355,3.181
59.52996826,59.56932449,59.37147522,59.38277817,18.83177948,3.191
59.65749741,59.69665527,59.49915314,59.51057053,18.8725872,3.201
59.78453827,59.82351685,59.62635803,59.63791656,18.91331291,3.211
59.91110992,59.94992828,59.75310516,59.76482391,18.9539547,3.221
60.03723145,60.07589722,59.87939835,59.89130402,18.99451447,3.231
60.16291428,60.2014389,60.00525665,60.01737213,19.0349865,3.241
60.28817368,60.32657242,60.13069916,60.143013,19.0753746,3.251
60.41298676,60.45132065,60.25574112,60.26823807,19.11567497,3.261
60.53726578,60.57571793,60.38041687,60.39307404,19.1558876,3.271
60.66116333,60.69974899,60.50472641,60.51751709,19.1960125,3.281
60.78472137,60.82341385,60.62866974,60.64158249,19.23604774,3.291
60.90795898,60.94672775,60.75226974,60.76528549,19.27598953,3.301
61.03088379,61.06970596,60.87553787,60.88863754,19.31583786,3.311
61.15350342,61.19235992,60.99848175,61.01164627,19.35559464,3.321
61.27582169,61.31470108,61.12111664,61.13433456,19.39525414,3.331
61.39785767,61.43674469,61.24345398,61.25671768,19.43482018,3.341
61.51960754,61.55849075,61.36550903,61.37879944,19.47429085,3.351
61.64115143,61.67993546,61.48726654,61.50058746,19.51366806,3.361
61.76263046,61.80122757,61.60869217,61.62205887,19.55294609,3.371
61.88381958,61.92240143,61.72982788,61.74322128,19.59212685,3.381
62.00468445,62.0432663,61.85071182,61.8641243,19.63121223,3.391
62.12522125,62.16379166,61.97134399,61.98477173,19.67020416,3.401
62.24544144,62.28397751,62.09172821,62.10516357,19.70910263,3.411
62.36536026,62.40382767,62.21186829,62.22530746,19.74790764,3.421
62.48497772,62.52338791,62.33177567,62.34520721,19.78662109,3.431
62.60433197,62.6427002,62.45146942,62.46488953,19.825243,3.441
62.72341919,62.76176834,62.57095718,62.5843544,19.86377335,3.451
62.84224701,62.8805809,62.69022369,62.70360184,19.90221214,3.461
62.96081924,62.99913025,62.80927658,62.82263565,19.94056129,3.471
63.0790596,63.11743546,62.92813492,62.94145966,19.9788208,3.481
63.19697189,63.23550034,63.04680252,63.06007767,20.01698875,3.491
63.31464005,63.35331345,63.16527176,63.17847824,20.05506897,3.501
63.43208694,63.47087097,63.28354263,63.29666519,20.09305763,3.511
63.54931641,63.58818817,63.40161514,63.41463852,20.13095474,3.521
63.66633224,63.70526505,63.51948929,63.53240204,20.1687603,3.531
63.78314209,63.8221283,63.63717651,63.64996338,20.2064743,3.541
63.89975739,63.93878555,63.75467682,63.7673378,20.24409866,3.551
64.01617432,64.05523682,63.87198639,63.88451385,20.28163338,3.561
64.13240051,64.17147064,63.98909378,64.00148773,20.31908035,3.571
64.24843597,64.2875061,64.10600281,64.11826324,20.35643959,3.581
64.36426544,64.40332794,64.2226944,64.23483276,20.393713,3.591
64.47989655,64.51893616,64.33917999,64.35119629,20.43089867,3.601
64.59534454,64.63432312,64.45544434,64.46734619,20.4679985,3.611
64.71060181,64.74950409,64.57147217,64.58328247,20.50501251,3.621
64.82565308,64.86447144,64.68727875,64.6989975,20.5419426,3.631
64.94049835,64.97921753,64.80285645,64.81449127,20.57878685,3.641
65.05513,65.09375763,64.91819,64.92976379,20.61554718,3.651
65.16954803,65.20806885,65.03328705,65.04480743,20.65222549,3.661
65.28375244,65.32216644,65.14813995,65.15962219,20.68882179,3.671
65.39772797,65.43604279,65.26273346,65.27420044,20.72533417,3.681
65.51148987,65.54967499,65.37708282,65.38853455,20.76176643,3.691
65.62503815,65.66303253,65.49117279,65.5026474,20.79811859,3.701
65.69439697,65.73220825,65.55974579,65.57125092,20.83438873,3.711
65.51531219,65.53060913,65.46533203,65.46870422,20.86001015,3.721
65.65061188,65.67410278,65.57782745,65.58372498,20.88121986,3.731
65.7674408,65.79346466,65.69491577,65.70228577,20.90593338,3.741
65.88664246,65.91544342,65.8130188,65.82167053,20.93334579,3.751
66.00784302,66.03748322,65.93254089,65.94212341,20.96286011,3.761
66.12783051,66.15830231,66.0506134,66.06085205,20.99398804,3.771
66.2438736,66.27510834,66.16480255,66.17566681,21.0262394,3.781
66.35471344,66.38627625,66.27397156,66.28536224,21.05911446,3.791
66.46012878,66.49145508,66.37805176,66.38970184,21.09217644,3.801
66.56009674,66.59100342,66.47727966,66.48899841,21.1250782,3.811
66.65509033,66.6855545,66.57224274,66.5839386,21.15756416,3.821
66.7458725,66.77579498,66.66360474,66.67528534,21.18946648,3.831
66.83303833,66.86233521,66.75195313,66.7635498,21.2206974,3.841
66.91701508,66.94568634,66.83772278,66.84916687,21.25120926,3.851
66.9981842,67.02628326,66.92118073,66.93244934,21.2809906,3.861
67.07681274,67.10440826,67.00252533,67.01360321,21.31004906,3.871
67.15312958,67.18016815,67.08192444,67.09277344,21.33839607,3.881
67.22729492,67.25376892,67.15953064,67.17008972,21.36605644,3.891
67.29953766,67.32537842,67.23540497,67.24565887,21.39305115,3.901
67.37001801,67.3952179,67.30965424,67.31959534,21.41940498,3.911
67.43885803,67.46353912,67.38239288,67.39201355,21.44514847,3.921
67.50624847,67.53040314,67.45376587,67.4630661,21.4703083,3.931
67.57234955,67.5960083,67.52385712,67.53283691,21.49491692,3.941
68.08547211,68.12308502,68.00253296,68.01971436,21.52337265,3.951
68.25169373,68.30574036,68.12032318,68.14044952,21.57084846,3.961
68.4331665,68.4835434,68.28639984,68.30757141,21.61868668,3.971
68.60779572,68.65966797,68.43752289,68.45812225,21.66667175,3.981
68.7821579,68.83655548,68.58952332,68.6100235,21.71467209,3.991
68.95481873,69.0112381,68.74050903,68.76107788,21.7627182,4.001
69.12641144,69.18384552,68.89112091,68.91197205,21.81080818,4.011
69.29636383,69.35460663,69.04146576,69.06253815,21.85893822,4.021
69.46368408,69.52402496,69.19152069,69.21268463,21.90711212,4.031
69.62902832,69.69181824,69.34126282,69.36250305,21.95532227,4.041
69.79264069,69.85762024,69.49073792,69.51202393,22.00356865,4.051
69.95452118,70.0216217,69.64002991,69.66130829,22.05184555,4.061
70.11473083,70.18301392,69.78917694,69.81044769,22.10015678,4.071
70.27328491,70.34202576,69.93839264,69.95953369,22.14849281,4.081
70.43026733,70.49923706,70.08755493,70.10862732,22.19684982,4.091
70.58568573,70.65483093,70.23679352,70.25775146,22.24522781,4.101
70.73905945,70.80897522,70.38603973,70.4069519,22.29362106,4.111
70.89083862,70.96173859,70.53533936,70.55628204,22.34202576,4.121
71.04157257,71.11322021,70.68479156,70.7057724,22.39043999,4.131
71.19139862,71.26354218,70.83443451,70.85549927,22.43885612,4.141
71.34042358,71.41266632,70.98431396,71.00537872,22.48727608,4.151
71.48878479,71.56053925,71.13444519,71.15544128,22.53569603,4.161
71.63657379,71.70775604,71.28484344,71.30574036,22.58411217,4.171
71.78392029,71.85454559,71.43552399,71.45632172,22.63252068,4.181
71.93093872,72.00106812,71.58649445,71.60720062,22.68092155,4.191
72.07775116,72.14742279,71.73768616,71.7583847,22.72931099,4.201
72.22447205,72.29370117,71.88910675,71.90985107,22.77769089,4.211
72.3711853,72.44001007,72.04076385,72.06157684,22.82605743,4.221
72.51802826,72.58644104,72.19264221,72.21355438,22.87441063,4.231
72.66506195,72.73306274,72.34474182,72.3657608,22.92274857,4.241
72.81224823,72.87996674,72.49703979,72.51815796,22.97107315,4.251
72.95973206,73.02718353,72.64951324,72.67073059,23.01938248,4.261
73.10759735,73.1747818,72.80210876,72.82344055,23.06767464,4.271
73.25596619,73.32291412,72.95483398,72.97628784,23.11595154,4.281
73.40524292,73.4720993,73.10783386,73.12941742,23.16420937,4.291
73.55521393,73.62195587,73.26098633,73.28268433,23.21245003,4.301
73.70552826,73.77213287,73.41416931,73.43598175,23.26067734,4.311
73.85610962,73.92256165,73.56732178,73.5892334,23.30889511,4.321
74.00695038,74.07326508,73.72039795,73.74239349,23.35709953,4.331
74.15799713,74.22425842,73.87338257,73.89545441,23.40529442,4.341
74.30929565,74.37553406,74.02626801,74.04840851,23.45347786,4.351
74.46086884,74.52709198,74.17906189,74.20124817,23.50165176,4.361
74.61270905,74.67890167,74.33174896,74.35397339,23.54981613,4.371
74.76477814,74.83096313,74.48435211,74.50660706,23.59796906,4.381
74.91705322,74.98323822,74.63685608,74.65913391,23.64611435,4.391
75.06952667,75.1357193,74.78926849,74.81156921,23.69425201,4.401
75.22215271,75.28837585,74.94160461,74.96392059,23.74238014,4.411
75.37493134,75.44119263,75.09386444,75.11618805,23.79050064,4.421
75.38049316,75.44083405,75.12859344,75.14790344,23.83699989,4.431
